date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:34:16	22579/22579	---M--	200	added ('OK')	image/jpeg	etag:%22fc94b73acdc2762306dd0cbbdebf5fe5:1438785241%22	http://media.blizzard.com/wow/legion-6a153ad2/images/artifact-windrunner-2-thumb.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/artifact-windrunner-2-thumb.jpg	(from http://eu.battle.net/wow/en/legion/)
18:34:20	24129/24129	---M--	200	added ('OK')	image/jpeg	etag:%224b9ff150b11763b5ce386f558bda432c:1438785241%22	http://media.blizzard.com/wow/legion-6a153ad2/images/artifact-windrunner-3-thumb.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/artifact-windrunner-3-thumb.jpg	(from http://eu.battle.net/wow/en/legion/)
18:34:21	212092/212092	---M--	200	added ('OK')	image/jpeg	etag:%22d0fecbcbfa4a0ebd0b5b65aa43f3f5bd:1438785241%22	http://media.blizzard.com/wow/legion-6a153ad2/images/artifact-windrunner-1.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/artifact-windrunner-1.jpg	(from http://eu.battle.net/wow/en/legion/)
18:34:40	221770/221770	---M--	200	added ('OK')	image/jpeg	etag:%227a80e042637ee14f6e346fdef461e9b4:1438785241%22	http://media.blizzard.com/wow/legion-6a153ad2/images/artifact-windrunner-2.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/artifact-windrunner-2.jpg	(from http://eu.battle.net/wow/en/legion/)
18:34:50	225790/225790	---M--	200	added ('OK')	image/jpeg	etag:%222ec1f534493fa25fdb6c5a3d10178640:1438785241%22	http://media.blizzard.com/wow/legion-6a153ad2/images/artifact-windrunner-3.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/artifact-windrunner-3.jpg	(from http://eu.battle.net/wow/en/legion/)
18:34:58	111289/111289	---M--	200	added ('OK')	image/jpeg	etag:%22bd366224c9a6f3a7fcd08e042297d4fe:1438785251%22	http://media.blizzard.com/wow/legion-6a153ad2/images/world-compact-1.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/world-compact-1.jpg	(from http://eu.battle.net/wow/en/legion/)
18:35:06	283607/283607	---M--	200	added ('OK')	image/jpeg	etag:%224f8f170f2115baf06e2c6c8e8580114e:1438785252%22	http://media.blizzard.com/wow/legion-6a153ad2/images/world-dissolve-still.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/world-dissolve-still.jpg	(from http://eu.battle.net/wow/en/legion/)
18:35:12	139571/139571	---M--	200	added ('OK')	image/jpeg	etag:%225489ac67c3688c619526fd1e549b78b7:1438785251%22	http://media.blizzard.com/wow/legion-6a153ad2/images/world-compact-2.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/world-compact-2.jpg	(from http://eu.battle.net/wow/en/legion/)
18:35:15	104912/104912	---M--	200	added ('OK')	image/jpeg	etag:%22d9becc6f418b39f96b224bba6c775a94:1438785251%22	http://media.blizzard.com/wow/legion-6a153ad2/images/world-compact-3.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/world-compact-3.jpg	(from http://eu.battle.net/wow/en/legion/)
18:35:19	20564/20564	---M--	200	added ('OK')	image/jpeg	etag:%226d04e14a8199540937100351677b7741:1438785245%22	http://media.blizzard.com/wow/legion-6a153ad2/images/map-thumbnail.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/map-thumbnail.jpg	(from http://eu.battle.net/wow/en/legion/)
18:35:22	379140/379140	---M--	200	added ('OK')	image/jpeg	etag:%229f0a79b743e0a9957d505a40a613cfd5:1438785245%22	http://media.blizzard.com/wow/legion-6a153ad2/images/map-fullsize.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/map-fullsize.jpg	(from http://eu.battle.net/wow/en/legion/)
18:35:27	85334/85334	---M--	200	added ('OK')	image/jpeg	etag:%22d0c22db4e9339e240c02e89895c073c8:1438785251%22	http://media.blizzard.com/wow/legion-6a153ad2/images/world-compact-5.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/world-compact-5.jpg	(from http://eu.battle.net/wow/en/legion/)
18:35:30	148216/148216	---M--	200	added ('OK')	image/jpeg	etag:%229dfbff92d5d551e2c3a90d6c1b068368:1438785251%22	http://media.blizzard.com/wow/legion-6a153ad2/images/world-compact-4.jpg	C:/Users/Niki/Desktop/legion/legion/media.blizzard.com/wow/legion-6a153ad2/images/world-compact-4.jpg	(from http://eu.battle.net/wow/en/legion/)
